Player,Weight (kg),Height (cm),Birthday,Year Turned Pro,Right-Left-Handed,Two-One-Backhanded,Matches,Wins,Losses,Winning Ratio,Ace (%),Double Fault (%),1st Serve In (%),1st Serve Win (%),2nd Serve Win (%),Total Points Win (%),Return Points Win (%),Dominant Rate
Kento Takeuchi,0.0,0.0,1987-12-19,,0,,765,388,377,0.5071895424836601,5.144444444444445,2.5141414141414136,61.796969696969704,64.9949494949495,49.28888888888889,47.31111111111109,35.12424242424241,0.9599999999999997
Oriol Roca Batalla,75.0,173.0,1993-04-30,,1,0,779,495,284,0.6354300385109114,4.74450867052023,3.484393063583815,59.53988439306357,67.66589595375713,47.9,49.07745664739883,37.89248554913293,1.0216184971098266
Tsung Hua Yang,80.0,178.0,1991-03-29,2006,1,,755,405,350,0.5364238410596026,7.807031249999998,4.236979166666665,58.29088541666665,71.36614583333333,46.8442708333333,49.16380208333336,37.095312499999984,1.0309375
Andrea Collarini,78.0,183.0,1992-01-31,2010,0,1,749,423,326,0.5647530040053405,3.741262135922331,4.541504854368929,63.366262135922284,67.18689320388351,50.981067961165,50.455097087378675,39.451699029126196,1.1441990291262139
John Millman,79.0,183.0,1989-06-14,2006,1,1,757,444,313,0.5865257595772787,5.164157706093193,2.448387096774192,61.90985663082439,69.2637992831541,53.52903225806449,51.55645161290327,39.84372759856626,1.1754838709677409
James Ward,78.0,188.0,1987-02-09,2006,1,1,736,378,358,0.5135869565217391,10.118487394957993,4.095168067226888,59.55147058823525,72.58655462184878,50.91386554621846,50.17268907563027,36.405042016806696,1.0868487394957977
Marco Cecchinato,78.0,185.0,1992-09-30,2010,1,0,759,439,320,0.5783926218708827,5.418668831168831,3.271915584415584,65.585064935065,69.21883116883116,51.94788961038963,51.13522727272731,38.69496753246753,1.1579545454545448
Victor Crivoi,75.0,185.0,1982-05-25,2003,1,,730,450,280,0.6164383561643836,4.504854368932038,3.065533980582523,63.25339805825245,65.61893203883496,47.46699029126213,49.065048543689294,38.82864077669903,1.0219417475728156
Alessandro Giannessi,82.0,185.0,1990-05-30,2008,0,1,733,384,349,0.5238744884038199,3.4883424408014543,4.88979963570127,63.18051001821496,65.36229508196726,49.09180327868853,49.29690346083794,39.090145985401456,1.0382513661202173
Zhe Li,77.0,185.0,1986-09-20,2004,1,1,728,411,317,0.5645604395604396,4.770703124999997,2.6984375000000003,65.18593749999997,67.20507812500003,52.42578124999998,49.205859374999996,36.573828125000006,1.0535156250000002
Alexey Vatutin,69.0,178.0,1992-10-27,,1,1,743,411,332,0.5531628532974427,2.065616797900262,4.498162729658789,63.9994750656168,63.758530183727,48.407086614173174,49.642519685039346,41.333595800524954,1.0695013123359582
Adam El Mihdawy,0.0,0.0,1989-08-09,,,,723,419,304,0.5795297372060858,5.908571428571431,9.364285714285717,49.71571428571428,69.72999999999999,43.25571428571426,45.91,35.24857142857144,0.8882857142857143
Laurynas Grigelis,78.0,183.0,1991-08-14,,1,1,723,431,292,0.5961272475795297,8.666044776119408,4.653358208955224,60.05261194029855,71.55932835820896,48.93619402985072,48.604089219330845,35.26988847583644,1.0367657992565045
Nikoloz Basilashvili,79.0,185.0,1992-02-23,2008,1,1,732,390,342,0.5327868852459017,4.496033402922753,5.262212943632567,60.436116910229636,66.91440501043836,48.98726513569941,48.82672233820457,37.47787056367434,0.9940918580375779
Roberto Marcora,85.0,193.0,1989-08-30,2009,1,0,718,395,323,0.5501392757660167,6.293502824858756,3.599435028248589,60.687005649717484,69.0440677966102,50.29235127478751,49.430508474576264,37.040395480225975,1.063446327683616
Henri Laaksonen,78.0,185.0,1992-03-31,2009,1,1,731,387,344,0.5294117647058824,7.194159292035402,4.776460176991147,58.04991150442477,70.88460176991147,49.29061946902655,50.041415929203595,38.62460176991152,1.1067256637168146
Marco Trungelliti,80.0,178.0,1990-01-31,2008,1,1,731,415,316,0.5677154582763337,5.016288659793817,4.713608247422681,56.82371134020615,67.8035051546392,48.631752577319546,49.987010309278375,40.4028865979381,1.0527422680412373
Renzo Olivo,73.0,178.0,1992-03-15,2009,1,1,724,371,353,0.5124309392265194,3.1591160220994445,5.884530386740336,60.79300184162058,65.86519337016577,47.42467771639044,49.12744014732962,39.587476979742185,1.0134438305709017
Stefano Travaglia,80.0,185.0,1991-12-28,2008,1,1,728,450,278,0.6181318681318682,8.98263157894737,3.8173684210526324,55.18342105263162,73.45789473684212,50.24473684210525,50.46289473684213,37.919736842105266,1.1021315789473676
Pedro Sousa,70.0,180.0,1988-05-27,2007,1,1,710,417,293,0.5873239436619718,2.8650717703349273,4.367942583732056,65.66459330143537,65.09138755980862,48.882535885167414,50.55263157894738,41.809090909090905,1.1062918660287087
Ramkumar Ramanathan,81.0,188.0,1994-11-08,2009,1,1,724,387,337,0.5345303867403315,10.681062355658213,5.327020785219402,59.21431870669749,73.2078521939954,50.209930715935336,49.27528868360275,34.49838337182447,1.0496766743648949
Michal Konecny,78.0,183.0,1989-10-13,,0,1,706,402,304,0.5694050991501416,5.267532467532466,5.703896103896103,60.34025974025974,66.94805194805193,46.487012987012996,47.1935064935065,34.3987012987013,0.9279220779220778
Milos Raonic,98.0,196.0,1990-12-27,2008,1,1,699,463,236,0.6623748211731044,20.11840707964601,4.203362831858409,62.42725663716811,81.89681415929195,56.08849557522123,52.93150442477877,34.640602836879395,1.380265486725664
Liam Broady,78.0,183.0,1994-01-04,2014,0,1,706,404,302,0.5722379603399433,5.47447795823666,3.1612529002320153,63.47587006960554,68.1712296983759,52.455116279069784,50.68051044083526,38.80092807424592,1.1334570765661263
Jozef Kovalik,82.0,183.0,1992-11-04,2010,1,1,698,400,298,0.5730659025787965,4.396114519427403,3.347648261758691,59.111247443762785,68.90347648261759,52.04948875255622,50.880981595091946,39.81329243353783,1.118261758691207
Mirza Basic,88.0,188.0,1991-07-12,2012,1,1,707,386,321,0.545968882602546,7.316801619433197,2.777125506072875,60.29595141700405,71.47105263157894,52.47469635627528,49.96963562753033,36.18684210526313,1.0970242914979762
Filip Horansky,77.0,191.0,1993-01-07,2012,1,1,694,400,294,0.5763688760806917,4.455223880597011,4.554925373134327,63.17313432835823,65.77910447761197,47.0907462686567,49.17582089552239,39.453731343283565,1.036388059701493
Blaz Rola,85.0,193.0,1990-10-05,2013,0,1,681,404,277,0.593245227606461,7.186514522821579,3.3190871369294586,62.97116182572609,70.595643153527,52.305601659751076,51.518672199170155,39.46514522821577,1.1790248962655603
Pierre Hugues Herbert,75.0,188.0,1991-03-18,2010,1,1,677,374,303,0.552437223042836,11.540155945419107,5.241325536062382,56.6302144249513,76.41228070175433,52.15906432748533,50.55575048732946,35.17329434697853,1.132768031189084
Erik Crepaldi,0.0,0.0,1990-05-04,,0,,683,355,328,0.5197657393850659,2.4226804123711343,3.6907216494845367,65.38762886597937,62.15876288659793,48.517525773195864,46.905154639175244,35.94329896907215,0.9197938144329897
Mauricio Echazu,0.0,0.0,1989-01-21,,,,683,378,305,0.5534407027818448,1.9854545454545458,4.205454545454548,69.43272727272729,58.51272727272727,42.56909090909091,45.463636363636354,36.57272727272726,0.8370909090909092
Dimitar Kuzmanov,77.0,183.0,1993-07-28,2009,1,1,699,451,248,0.6452074391988555,3.3114754098360653,3.5975409836065575,64.50737704918033,66.31106557377052,51.77581967213116,51.26188524590164,41.24426229508198,1.1342213114754098
Andre Miele,0.0,0.0,1987-04-12,,1,,680,377,303,0.5544117647058824,2.880434782608695,4.319565217391305,64.25434782608696,63.09347826086958,46.93913043478261,46.93695652173913,35.88913043478261,0.9202173913043481
Jiri Vesely,94.0,198.0,1993-07-10,2009,0,1,679,398,281,0.5861561119293078,10.593692022263443,4.926159554730983,64.0124304267161,73.85287569573286,51.06141001855285,51.10519480519481,36.877736549165114,1.1750834879406309
Andres Molteni,70.0,180.0,1988-03-15,2005,1,1,675,394,281,0.5837037037037037,2.822549019607844,4.580392156862746,60.96911764705887,65.80686274509804,48.64215686274512,49.31960784313724,39.47499999999999,1.0741666666666667
Christian Lindell,87.0,193.0,1991-11-20,,1,1,678,400,278,0.5899705014749262,6.152247191011235,5.311797752808988,58.71123595505619,67.81573033707868,45.802808988764035,48.13033707865167,37.11910112359552,0.9962921348314598
Jurgen Zopp,88.0,191.0,1988-03-29,2008,1,1,678,408,270,0.6017699115044248,7.17005076142132,3.399492385786799,60.625126903553316,71.40736040609137,52.247715736040604,50.74177215189867,37.870886075949365,1.1553924050632913
Andre Ghem,86.0,193.0,1982-05-29,2003,1,,666,350,316,0.5255255255255256,4.673976608187136,3.6692982456140353,57.568713450292385,70.94561403508769,50.36374269005843,50.56608187134503,39.13684210526314,1.1400584795321635
Amir Weintraub,80.0,185.0,1986-09-16,2005,1,0,653,382,271,0.5849923430321593,5.102857142857141,3.5042857142857153,66.70476190476191,67.05380952380949,48.31285714285715,49.15857142857141,36.891904761904776,1.046571428571429
Thiago Monteiro,78.0,183.0,1994-05-31,2011,0,1,690,387,303,0.5608695652173913,5.769589552238806,2.8100746268656707,64.8682835820895,70.75708955223875,52.27462686567163,50.736380597014865,37.258208955223864,1.1296455223880593
Facundo Mena,81.0,183.0,1992-09-22,,1,1,693,387,306,0.5584415584415584,6.9900793650793664,4.132539682539683,54.73373015873016,69.61785714285715,49.16785714285712,49.02777777777777,38.03888888888887,1.0602380952380952
Marton Fucsovics,82.0,188.0,1992-02-08,2010,1,1,688,390,298,0.5668604651162791,5.981766917293232,4.3642857142857165,57.64605263157892,70.7244360902256,51.921804511278204,51.16672932330827,39.97349624060148,1.1857706766917284
Filip Krajinovic,75.0,185.0,1992-02-27,2008,1,1,674,407,267,0.6038575667655787,5.993168880455408,2.2815939278937374,62.92011385199241,69.48937381404176,52.54629981024669,51.505692599620524,40.02884250474385,1.193415559772295
Aljaz Bedene,73.0,183.0,1989-07-18,2008,1,1,664,417,247,0.6280120481927711,10.366228893058159,3.8469043151969964,56.254221388367746,74.79193245778609,51.25741088180109,51.29906191369608,38.67823639774857,1.1905628517823648
Juan Ignacio Londero,70.0,180.0,1993-08-15,2010,1,1,662,363,299,0.5483383685800605,3.9798165137614707,4.155275229357798,58.98738532110095,68.90068807339453,52.52431192660557,50.94678899082568,39.86077981651378,1.1641284403669723
Toshihide Matsui,76.0,178.0,1978-04-19,2001,1,0,668,322,346,0.4820359281437126,8.397222222222222,5.5270833333333345,58.82638888888888,68.82222222222224,49.32500000000002,46.52083333333333,30.782638888888886,0.8934027777777777
David Ferrer,73.0,175.0,1982-04-02,2000,1,1,1319,868,451,0.6580742987111448,3.5592797783933543,3.414773776546631,62.87977839335179,69.25161588180971,53.2795013850416,52.60101569713758,42.33213296398894,1.2549953831948293
Ivan Lendl,79.0,188.0,1960-03-07,1978,1,0,1321,1078,243,0.8160484481453444,8.996341463414632,3.3121951219512202,55.34227642276419,76.57235772357724,53.486991869918725,53.26138211382115,41.20162601626018,1.3397154471544706
Yasutaka Uchiyama,78.0,183.0,1992-08-05,2011,1,1,654,360,294,0.5504587155963303,9.963793103448278,3.0295566502463047,62.34014778325128,72.80320197044324,51.22123456790128,49.9692118226601,35.58645320197044,1.1108620689655166
Guido Andreozzi,78.0,183.0,1991-08-05,2010,1,1,653,369,284,0.5650842266462481,4.026239669421488,4.085743801652894,60.286157024793305,69.05847107438022,50.800000000000026,51.45227272727273,41.420867768595045,1.193719008264464
Gerald Melzer,80.0,188.0,1990-07-13,2007,0,1,659,384,275,0.582701062215478,6.102403846153849,3.697836538461538,62.120913461538485,69.65985576923077,53.09855769230771,51.2485576923077,39.65312499999997,1.189831730769231
Markus Eriksson,80.0,188.0,1989-11-29,,1,1,649,361,288,0.5562403697996918,4.2200000000000015,2.8716666666666644,61.66916666666667,64.93166666666667,47.769999999999996,48.83583333333333,38.80416666666666,1.028083333333333
Dennis Novak,81.0,183.0,1993-08-28,2011,1,1,655,411,244,0.6274809160305344,5.997183098591548,3.889577464788733,63.48929577464791,68.6923943661972,49.86704225352113,49.830704225352065,37.96478873239435,1.0632676056338022
Dominic Thiem,79.0,185.0,1993-09-03,2011,1,0,669,437,232,0.6532137518684604,7.326381461675575,3.510695187165776,59.989839572192494,73.97326203208553,54.03761140819963,51.65900178253125,37.97522281639924,1.221836007130124
Antoine Escoffier,78.0,185.0,1992-02-29,,1,1,664,400,264,0.6024096385542169,6.839664804469273,5.23463687150838,56.22513966480445,71.28938547486031,48.38603351955309,50.64078212290502,40.51675977653632,1.165474860335195
Jose Pereira,74.0,180.0,1991-01-26,,1,1,654,386,268,0.5902140672782875,3.7587155963302763,3.173394495412844,68.43486238532111,65.3091743119266,50.84311926605504,49.61559633027521,38.64403669724772,1.1023853211009174
Salvatore Caruso,80.0,185.0,1992-12-15,2010,1,1,641,347,294,0.5413416536661466,3.7841860465116244,3.2195348837209283,60.506046511627886,66.74069767441858,50.408837209302334,49.620465116279036,39.14139534883719,1.0535813953488369
Guillermo Vilas,75.0,180.0,1952-08-17,,0,0,1277,953,324,0.7462803445575568,0.0,2.75,67.65,60.95,51.45,47.900000000000006,38.95,0.91
Kimmer Coppejans,68.0,180.0,1994-02-07,2012,1,1,651,375,276,0.576036866359447,4.360649087221094,3.788235294117648,65.16774847870175,66.69695740365107,48.17058823529415,50.84381338742396,41.75172413793102,1.141582150101419
Ryan Harrison,84.0,185.0,1992-05-07,2007,1,1,645,342,303,0.5302325581395348,8.812177121771219,4.258671586715867,60.039114391143904,71.72269372693734,51.41309963099632,50.12361623616233,36.263837638376394,1.0805719557195583
Hugo Dellien,75.0,180.0,1993-06-16,2009,1,1,633,394,239,0.6224328593996841,2.503508771929821,2.557894736842106,72.83040935672514,65.19766081871347,50.468128654970734,51.252923976608194,41.751169590643265,1.175584795321638
Facundo Arguello,77.0,178.0,1992-08-04,,1,1,636,384,252,0.6037735849056604,2.7908045977011495,4.157701149425286,59.560689655172375,67.88045977011488,51.20666666666667,51.13195402298852,41.352413793103416,1.1710114942528735
Emilio Gomez,81.0,185.0,1991-11-28,2013,1,1,645,370,275,0.5736434108527132,4.737471264367812,4.487356321839081,59.85999999999997,69.08896551724142,50.76896551724142,50.441839080459786,39.065977011494255,1.1185287356321842
Denys Molchanov,85.0,188.0,1987-05-16,,1,1,634,362,272,0.5709779179810726,6.736734693877548,4.255102040816327,58.52408163265308,68.76,49.47387755102044,48.8330612244898,36.70489795918366,1.0346530612244893
Ilie Nastase,75.0,183.0,1946-07-19,1969,1,,1284,927,357,0.7219626168224299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Attila Balazs,78.0,180.0,1988-09-27,2006,1,1,626,421,205,0.6725239616613419,4.025570776255709,5.6086757990867575,58.53561643835616,67.13287671232878,50.97351598173519,49.94611872146119,39.218264840182655,1.1102283105022825
Bjorn Fratangelo,79.0,183.0,1993-07-19,2012,1,1,629,372,257,0.5914149443561209,6.175878220140515,3.260421545667451,60.04215456674471,70.99999999999997,52.08313817330205,50.61779859484779,38.1725995316159,1.1424590163934425
Andrey Kuznetsov,70.0,183.0,1991-02-22,2008,1,1,621,376,245,0.605475040257649,6.698516949152547,3.9370762711864393,56.75254237288136,72.84745762711863,51.55487288135597,51.4963983050847,39.924364406779674,1.1951059322033903
Ruben Ramirez Hidalgo,74.0,183.0,1978-01-06,1998,1,1,1235,702,533,0.5684210526315789,4.520244328097737,5.314834205933684,56.52809773123906,69.42547993019198,47.8230366492147,50.28481675392669,40.29842931937169,1.0965445026178013
Gregoire Barrere,80.0,183.0,1994-02-16,2012,1,1,642,369,273,0.5747663551401869,7.176790830945558,3.481661891117477,61.314899713467085,71.4240687679083,50.57421203438399,50.63925501432671,37.976504297994275,1.123696275071633
Tennys Sandgren,88.0,188.0,1991-07-22,2011,1,1,650,366,284,0.563076923076923,9.42789598108747,3.2815602836879396,60.41158392434992,72.568085106383,49.62813238770686,50.36382978723403,37.06193853427894,1.1102600472813235
Tomislav Brkic,80.0,185.0,1990-03-09,2008,1,1,624,366,258,0.5865384615384616,5.478947368421052,4.491578947368422,58.61947368421052,68.7605263157895,48.65473684210525,48.62210526315792,36.73105263157894,1.0182631578947359
Guilherme Clezar,77.0,180.0,1992-12-31,2009,1,1,623,324,299,0.5200642054574639,5.612688172043009,3.5855913978494613,62.90322580645167,69.05741935483869,52.12107526881719,50.414193548387104,38.260430107526865,1.1479784946236555
Constant Lestienne,77.0,180.0,1992-05-23,2012,1,1,641,368,273,0.5741029641185648,5.829815303430076,4.905277044854876,58.28416886543535,69.722691292876,49.11873350923483,51.228759894459145,41.27572559366755,1.165804749340369
Gleb Sakharov,80.0,185.0,1988-06-10,2005,1,1,622,373,249,0.5996784565916399,6.2374233128834335,3.4067484662576693,60.158282208588986,69.41901840490799,48.35705521472391,49.38588957055214,37.62822085889572,1.0614723926380367
Ze Zhang,85.0,188.0,1990-07-04,2008,1,1,621,355,266,0.571658615136876,6.929131652661063,5.079831932773109,64.45686274509805,69.41400560224086,49.17619047619049,50.854621848739484,39.850280898876406,1.1636414565826323
Riccardo Bonadio,78.0,180.0,1993-07-13,,1,0,637,356,281,0.5588697017268446,4.39444444444444,3.3123931623931604,59.05598290598297,67.65555555555557,49.91452991452989,49.47393162393163,38.547435897435896,1.055940170940171
Danilo Petrovic,86.0,203.0,1992-01-24,,1,1,610,349,261,0.5721311475409836,10.195564516129027,5.146370967741938,62.20201612903224,72.17983870967738,49.152822580645186,50.167741935483875,36.577419354838725,1.1035080645161286
Artem Smirnov,85.0,188.0,1988-02-02,,0,1,615,382,233,0.6211382113821138,4.331132075471698,6.6188679245283,55.81037735849056,65.25471698113205,46.782075471698136,48.01132075471698,38.715094339622645,1.0136792452830186
Frederico Ferreira Silva,74.0,178.0,1995-03-18,2013,0,1,632,394,238,0.6234177215189873,4.5336842105263155,2.9638596491228046,60.244561403508776,66.76000000000003,51.89368421052633,50.491929824561424,40.00315789473683,1.1529824561403517
Denis Yevseyev,81.0,185.0,1993-05-22,,1,1,633,335,298,0.5292259083728278,3.6172043010752657,3.996236559139784,63.9274193548387,64.33655913978492,47.09784946236557,49.47150537634409,40.986559139784944,1.0468817204301073
